Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,53.07,85.69,118.34,103.09,63.91
Depreciation/Depletion,4.10,3.72,1.96,8.07,7.92
Non-Cash Items,36.61,-23.84,36.22,67.56,-53.91
Cash Taxes Paid,13.37,11.29,17.64,36.38,14.06
Changes in Working Capital,-359.44,-135.49,270.32,-558.65,-349.94
Cash from Operating Activities,-265.66,-69.92,426.84,-379.94,-332.01
Capital Expenditures,-0.74,-0.52,-0.74,-4.78,-0.35
"Other Investing Cash Flow Items, Total",0.00,0.80,0.44,0.07,1.75
Cash from Investing Activities,-0.74,0.29,-0.31,-4.70,1.40
Total Cash Dividends Paid,-44.38,-44.47,-62.40,-66.95,-60.42
"Issuance (Retirement) of Stock, Net",0.00,3.27,1.49,4.14,0.06
Cash from Financing Activities,-44.38,-41.20,-60.91,-69.51,-23.81
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-310.77,-110.84,365.62,-454.15,-354.43
