Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,0,0,0,0,0
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,0,0,0,0,0
Operating Income,0,0,0,0,0
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,64.02,102.94,142.14,123.96,74.72
Provision for Income Taxes,10.96,17.26,23.79,20.87,10.81
Net Income After Taxes,53.07,85.69,118.34,103.09,63.91
Net Income Before Extra. Items,53.07,85.69,118.34,103.09,63.91
Net Income,53.07,85.69,118.34,103.09,63.91
Income Available to Com Excl ExtraOrd,53.07,85.69,118.34,103.09,63.91
Income Available to Com Incl ExtraOrd,53.07,85.69,118.34,103.09,63.91
Diluted Net Income,53.07,85.69,118.34,103.09,63.91
Diluted Weighted Average Shares,443.78,445.30,446.31,447.23,447.63
Diluted EPS Excluding ExtraOrd Items,0.12,0.19,0.27,0.23,0.14
DPS - Common Stock Primary Issue,0.09,0.13,0.15,0.15,0.09
Diluted Normalised EPS,0.12,0.19,0.26,0.23,0.14
