Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,5.29,7.06,9.28,6.14,2.03
Total Revenue,5.29,7.06,9.28,6.14,2.03
"Selling/General/Admin. Expenses, Total",1.81,1.43,2.81,2.95,3.70
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.02,0.00,0.00,-0.00,-0.81
"Other Operating Expenses, Total",-0.13,-0.07,-0.14,-0.11,-0.20
Total Operating Expense,3.89,3.83,5.19,6.94,6.39
Operating Income,1.40,3.23,4.09,-0.80,-4.37
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-0.00,-0.02,-0.18
"Other, Net",0,0,0,-0.00,-0.00
Net Income Before Taxes,1.40,3.23,4.09,-0.83,-4.55
Provision for Income Taxes,0.08,0.52,0.82,-0.07,-0.05
Net Income After Taxes,1.32,2.71,3.27,-0.76,-4.51
Net Income Before Extra. Items,1.32,2.71,3.27,-0.76,-4.50
Net Income,1.32,2.71,3.27,-0.76,-4.50
Income Available to Com Excl ExtraOrd,1.32,2.71,3.27,-0.76,-4.50
Income Available to Com Incl ExtraOrd,1.32,2.71,3.27,-0.76,-4.50
Diluted Net Income,1.32,2.71,3.27,-0.76,-4.50
Diluted Weighted Average Shares,334.01,334.01,334.01,334.01,334.01
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,0.01,-0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,0.01,0.01,-0.00,-0.02
