Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,142.83,140.70,144.81,126.53,45.39
Total Revenue,142.83,140.70,144.81,126.53,45.39
"Selling/General/Admin. Expenses, Total",37.95,27.88,21.25,18.74,17.96
Depreciation/Amortisation,0.62,0.25,0.06,0,0
Unusual Expense (Income),195.62,49.28,86.72,89.19,0.00
"Other Operating Expenses, Total",-86.76,5.59,-15.81,-11.12,98.92
Total Operating Expense,377.48,275.53,229.36,242.20,194.59
Operating Income,-234.64,-134.83,-84.56,-115.67,-149.20
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-47.09,-49.61,-60.20
"Other, Net",0,0,-1.52,-6.07,0
Net Income Before Taxes,-234.64,-134.83,-133.16,-171.35,-209.40
Provision for Income Taxes,2.44,4.40,4.19,-2.48,-8.31
Net Income After Taxes,-237.09,-139.24,-137.35,-168.86,-201.09
Net Income Before Extra. Items,-235.31,-139.24,-137.35,-168.86,-201.09
Net Income,-235.31,-139.24,-137.35,-168.86,-201.09
Income Available to Com Excl ExtraOrd,-235.31,-139.24,-137.35,-168.86,-201.09
Income Available to Com Incl ExtraOrd,-235.31,-139.24,-137.35,-168.86,-201.09
Diluted Net Income,-235.31,-139.24,-137.35,-168.86,-201.09
Diluted Weighted Average Shares,1494.94,1499.75,1502.85,1502.85,1502.85
Diluted EPS Excluding ExtraOrd Items,-0.16,-0.09,-0.09,-0.11,-0.13
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.07,-0.07,-0.05,-0.07,-0.13
