Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-59.73,-90.99,-207.80,-32.16,-56.56
Depreciation/Depletion,30.66,32.86,36.98,14.08,14.84
Non-Cash Items,16.44,53.74,158.34,18.49,38.16
Cash Taxes Paid,-0.17,0.02,0.09,0.15,0.16
Changes in Working Capital,17.10,-1.60,22.45,-0.18,1.14
Cash from Operating Activities,4.47,-5.98,9.97,0.24,-2.37
Capital Expenditures,-3.63,-2.95,-4.65,-0.59,-0.46
"Other Investing Cash Flow Items, Total",-43.90,0.26,0.06,-0.26,0.46
Cash from Investing Activities,-47.53,-2.68,-4.59,-0.85,-0.00
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,36.36,9.92,-8.04,-2.74,1.58
Foreign Exchange Effects,-0.12,0.13,-0.37,-0.08,-0.01
Net Change in Cash,-6.83,1.39,-3.05,-3.43,-0.80
