Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,346.55,304.58,233.87,124.98,41.15
Total Revenue,346.55,304.58,233.87,124.98,41.15
"Selling/General/Admin. Expenses, Total",46.04,41.58,32.93,19.52,9.48
Depreciation/Amortisation,30.60,32.80,36.98,14.08,14.90
Unusual Expense (Income),0,11.47,33.52,0.33,0.00
"Other Operating Expenses, Total",40.56,55.57,135.17,13.00,14.53
Total Operating Expense,376.65,362.56,418.61,139.29,64.55
Operating Income,-30.10,-57.98,-184.75,-14.30,-23.40
"Interest Inc.(Exp.),Net-Non-Op., Total",-16.97,-18.20,-17.22,-13.85,-9.54
"Other, Net",-10.82,-11.43,-4.50,-6.90,-23.63
Net Income Before Taxes,-57.89,-87.61,-206.46,-35.05,-56.56
Provision for Income Taxes,1.84,3.38,1.34,-2.89,0.00
Net Income After Taxes,-59.73,-90.99,-207.80,-32.16,-56.56
Net Income Before Extra. Items,-33.34,-52.53,-120.54,-1.70,-48.65
Net Income,-33.34,-52.53,-120.54,-1.70,-48.65
Income Available to Com Excl ExtraOrd,-33.34,-52.53,-120.54,-1.70,-48.65
Income Available to Com Incl ExtraOrd,-33.34,-52.53,-120.54,-1.70,-48.65
Diluted Net Income,-33.34,-52.53,-120.54,-1.70,-48.65
Diluted Weighted Average Shares,1022.88,1045.67,1048.39,1048.39,1048.39
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.05,-0.11,-0.00,-0.05
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,-0.03,-0.04,-0.03,-0.00,-0.05
