Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,17.65,16.72,13.82,16.44,17.27
Total Revenue,17.65,16.72,13.82,16.44,17.27
"Selling/General/Admin. Expenses, Total",2.65,2.91,2.77,2.77,2.44
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-0.19,0.36,0,-0.16
"Other Operating Expenses, Total",-0.33,1.20,0.49,-0.97,0.32
Total Operating Expense,17.62,18.97,16.73,17.31,23.79
Operating Income,0.03,-2.26,-2.91,-0.87,-6.52
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.02,-0.06,-0.09,-0.06
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.03,-2.28,-2.97,-0.96,-6.59
Provision for Income Taxes,-1.70,0.00,0.00,-0.00,0.02
Net Income After Taxes,1.73,-2.28,-2.97,-0.96,-6.61
Net Income Before Extra. Items,1.72,-2.57,-2.98,-0.97,-6.61
Net Income,1.72,-2.57,-2.98,-0.97,-6.61
Income Available to Com Excl ExtraOrd,1.72,-2.57,-2.98,-0.97,-6.61
Income Available to Com Incl ExtraOrd,1.72,-2.57,-2.98,-0.97,-6.61
Diluted Net Income,1.72,-2.57,-2.98,-0.97,-6.61
Diluted Weighted Average Shares,751.20,751.20,751.20,867.53,1228.30
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,-0.00,-0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,-0.00,-0.01
