Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-0.87,-2.39,-8.07,-2.86,-4.03
Depreciation/Depletion,0.05,0.04,0.03,0.05,0.33
Non-Cash Items,0.34,-0.01,6.06,0.01,0.15
Cash Taxes Paid,0.02,0.06,0,0,0
Changes in Working Capital,-3.40,0.35,0.53,-0.35,0.53
Cash from Operating Activities,-3.88,-2.01,-1.44,-3.15,-3.02
Capital Expenditures,-0.05,-0.07,-0.00,0,-0.02
"Other Investing Cash Flow Items, Total",0,-0.09,-5.01,-1.83,0
Cash from Investing Activities,-0.05,-0.16,-5.01,-1.83,-0.02
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,3.60,4.68,0.00
Cash from Financing Activities,0.98,0.89,3.60,7.66,-0.22
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-2.95,-1.28,-2.85,2.68,-3.26
