Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,2.24,0.00,0.89,2.41,0.63
Total Revenue,2.24,0.00,0.89,2.41,0.63
"Selling/General/Admin. Expenses, Total",1.53,3.06,8.67,3.94,4.18
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0,0.00,0.01,0.02
"Other Operating Expenses, Total",-0.39,-0.16,-0.07,-0.02,-0.02
Total Operating Expense,3.08,2.90,8.96,5.27,4.52
Operating Income,-0.83,-2.90,-8.07,-2.86,-3.89
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,-0.14
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.83,-2.90,-8.07,-2.86,-4.03
Provision for Income Taxes,0.04,0.00,0.00,0.00,0.00
Net Income After Taxes,-0.87,-2.90,-8.07,-2.86,-4.03
Net Income Before Extra. Items,-0.89,-2.90,-7.92,-2.56,-3.56
Net Income,-0.89,-2.48,-8.16,-2.56,-3.56
Income Available to Com Excl ExtraOrd,-0.89,-2.90,-7.92,-2.56,-3.56
Income Available to Com Incl ExtraOrd,-0.89,-2.48,-8.16,-2.56,-3.56
Diluted Net Income,-0.89,-2.48,-8.16,-2.56,-3.56
Diluted Weighted Average Shares,1870.65,2195.07,3216.00,5351.58,6642.91
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
