Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16.85,19.32,19.86,18.59,14.70
Total Revenue,16.85,19.32,19.86,18.59,14.70
"Selling/General/Admin. Expenses, Total",8.77,11.42,8.56,9.07,7.91
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0,-1.04,-0.05,0.00
"Other Operating Expenses, Total",-1.78,9.69,-3.34,-4.15,-3.84
Total Operating Expense,18.41,32.36,15.41,15.52,12.68
Operating Income,-1.56,-13.04,4.46,3.07,2.02
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.02,-0.72,0.39,0.85,1.58
"Other, Net",0,0,-1.53,-1.65,-2.17
Net Income Before Taxes,-1.58,-13.76,3.32,2.27,1.43
Provision for Income Taxes,0.21,0.27,0.50,0.23,0.31
Net Income After Taxes,-1.79,-14.03,2.82,2.04,1.12
Net Income Before Extra. Items,0.07,-12.67,4.08,2.86,1.53
Net Income,0.07,-12.67,3.61,2.53,1.53
Income Available to Com Excl ExtraOrd,0.07,-12.67,4.08,2.86,1.53
Income Available to Com Incl ExtraOrd,0.07,-12.67,3.61,2.53,1.53
Diluted Net Income,0.07,-12.67,3.61,2.53,1.53
Diluted Weighted Average Shares,209.83,209.83,209.83,209.83,209.83
Diluted EPS Excluding ExtraOrd Items,0.00,-0.06,0.02,0.01,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0.01
Diluted Normalised EPS,0.00,-0.06,0.02,0.01,0.01
