Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,317.77,362.35,373.49,451.76,502.79
Total Revenue,317.77,362.35,373.49,451.76,502.79
"Selling/General/Admin. Expenses, Total",69.88,71.76,72.82,90.30,105.67
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,44.99,0,0,0
"Other Operating Expenses, Total",3.33,17.84,3.82,3.30,3.73
Total Operating Expense,290.21,402.81,346.49,421.64,465.99
Operating Income,27.56,-40.46,26.99,30.12,36.80
"Interest Inc.(Exp.),Net-Non-Op., Total",0.18,2.55,0.65,-0.90,-1.73
"Other, Net",0,0.48,0.24,0.77,0.76
Net Income Before Taxes,27.74,-37.43,27.88,30.00,35.82
Provision for Income Taxes,6.54,9.47,6.66,6.11,7.82
Net Income After Taxes,21.20,-46.90,21.23,23.89,28.00
Net Income Before Extra. Items,21.19,-45.15,21.89,24.28,28.00
Net Income,21.19,-45.15,20.11,24.05,28.00
Income Available to Com Excl ExtraOrd,21.19,-45.15,21.89,24.28,28.00
Income Available to Com Incl ExtraOrd,21.19,-45.15,20.11,24.05,28.00
Diluted Net Income,21.19,-45.15,20.11,24.05,28.00
Diluted Weighted Average Shares,516.07,516.07,516.07,516.07,516.07
Diluted EPS Excluding ExtraOrd Items,0.04,-0.09,0.04,0.05,0.05
DPS - Common Stock Primary Issue,0.03,0.02,0.03,0.03,0.03
Diluted Normalised EPS,0.04,-0.03,0.04,0.05,0.05
