Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,86.40,43.92,69.23,47.26,46.99
Short Term Investments,0.38,0.52,0.39,0.37,1.67
Cash and Short Term Investments,91.16,47.43,74.44,51.02,51.06
"Accounts Receivable - Trade, Net",128.83,157.47,113.70,171.02,164.09
"Total Receivables, Net",130.02,159.07,115.74,173.27,168.60
Prepaid Expenses,3.81,2.98,3.79,7.51,5.73
"Other Current Assets, Total",0,0,0,7.99,3.14
Total Current Assets,239.72,224.10,210.46,261.45,254.61
"Property/Plant/Equipment, Total - Gross",61.67,63.15,67.11,116.41,137.43
"Accumulated Depreciation, Total",-35.15,-35.14,-38.91,-44.34,-52.61
"Property/Plant/Equipment, Total - Net",26.52,28.00,28.20,72.08,84.82
"Goodwill, Net",45.72,17.56,17.10,40.09,44.55
"Intangibles, Net",7.38,10.06,8.85,18.77,12.96
Long Term Investments,7.73,1.41,1.40,1.39,1.50
Total Assets,338.62,283.92,269.08,396.33,401.87
Accounts Payable,16.78,29.73,18.10,42.22,32.94
Accrued Expenses,17.68,25.71,26.41,29.28,35.15
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",19.02,17.96,15.28,27.73,23.23
Total Current Liabilities,74.09,104.80,95.93,176.29,161.11
Total Long Term Debt,4.26,0.00,0.02,41.10,46.22
Total Debt,24.87,31.41,36.15,118.16,116.02
Deferred Income Tax,5.42,3.05,0.48,0.36,2.67
"Other Liabilities, Total",0,0.32,0.33,2.37,0.22
Total Liabilities,87.27,109.97,97.85,219.99,210.10
"Common Stock, Total",98.54,98.54,98.54,98.54,98.54
Retained Earnings (Accumulated Deficit),152.81,93.47,93.45,103.04,116.11
Treasury Stock - Common,0.00,0.00,-3.33,-4.04,-2.56
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,-18.06,-17.43,-21.20,-20.32
Total Equity,251.35,173.95,171.24,176.34,191.77
Total Liabilities & Shareholders' Equity,338.62,283.92,269.08,396.33,401.87
Total Common Shares Outstanding,516.07,516.07,516.07,507.95,511.15
"Tangible Book Value per Share, Common Eq",0.38,0.28,0.28,0.23,0.26
