Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.97,4.83,3.22,2.84,2.79
Depreciation/Depletion,1.63,1.76,1.86,2.61,3.26
Non-Cash Items,0.46,0.49,0.73,0.95,0.41
Cash Taxes Paid,0.35,0.00,0.56,0.39,0.44
Changes in Working Capital,-2.09,1.85,-4.22,-1.10,-1.10
Cash from Operating Activities,3.97,8.99,2.02,5.71,5.75
Capital Expenditures,-2.63,-1.10,-0.63,-1.20,-0.45
"Other Investing Cash Flow Items, Total",-0.20,-0.78,-0.50,-0.07,-3.69
Cash from Investing Activities,-2.82,-1.88,-1.13,-1.27,-4.14
Total Cash Dividends Paid,-2.20,-0.71,-1.07,-1.20,-1.22
"Issuance (Retirement) of Stock, Net",6.53,0,0,0,0
Cash from Financing Activities,3.09,-2.29,-2.96,-3.22,-1.07
Foreign Exchange Effects,-0.01,-0.00,0.01,-0.01,-0.01
Net Change in Cash,4.22,4.82,-2.06,1.21,0.54
