Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,72.03,11.86,11.53,5.11,5.23
Depreciation/Depletion,4.94,0.73,0.64,1.72,1.64
Non-Cash Items,-63.54,2.40,0.44,0.95,1.47
Cash Taxes Paid,3.79,3.51,4.35,2.37,-0.12
Changes in Working Capital,-8.07,-12.75,5.95,-18.75,-5.30
Cash from Operating Activities,5.43,2.31,18.62,-10.88,3.13
Capital Expenditures,-5.92,-0.25,-1.38,-0.97,-2.37
"Other Investing Cash Flow Items, Total",70.49,0.15,0.17,0.29,0.25
Cash from Investing Activities,64.57,-0.10,-1.22,-0.68,-2.12
Total Cash Dividends Paid,-61.52,-5.43,-10.51,-7.24,-1.81
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-68.18,-3.72,-16.31,2.94,9.18
Foreign Exchange Effects,0.16,-0.67,-0.20,0.07,-0.09
Net Change in Cash,1.98,-2.18,0.89,-8.55,10.11
