Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,39.17,29.62,23.26,24.34,28.92
"Accounts Receivable - Trade, Net",34.54,31.20,13.80,12.30,10.66
"Total Receivables, Net",34.54,31.22,30.94,20.39,23.12
Prepaid Expenses,5.29,3.95,0.78,0.69,0.76
"Other Current Assets, Total",0.00,0,0,2.12,0.00
Total Current Assets,103.98,88.85,58.05,50.79,55.59
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",20.85,20.58,27.31,22.86,21.59
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",2.41,4.17,6.41,0.06,0.06
Long Term Investments,0.37,5.17,4.66,29.13,22.48
Total Assets,129.17,118.88,100.93,102.90,99.78
Accounts Payable,0,0.54,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",8.74,1.43,11.05,4.46,7.83
Total Current Liabilities,62.03,63.68,39.81,22.89,23.12
Total Long Term Debt,3.62,3.39,1.85,2.56,1.26
Total Debt,26.93,28.55,5.31,5.74,5.01
Deferred Income Tax,0.14,0.17,0.11,0.11,0.18
"Other Liabilities, Total",1.11,1.03,2.16,2.48,2.67
Total Liabilities,66.35,60.31,31.77,29.66,24.01
"Common Stock, Total",132.62,132.62,132.62,132.62,132.62
Retained Earnings (Accumulated Deficit),-63.13,-67.68,-58.59,-54.51,-52.41
Treasury Stock - Common,-4.77,-4.77,-4.77,-4.77,-4.77
Unrealised Gain (Loss),0,0.00,0.00,0,0
"Other Equity, Total",-1.89,-1.60,-0.10,-0.10,0.34
Total Equity,62.82,58.57,69.16,73.24,75.77
Total Liabilities & Shareholders' Equity,129.17,118.88,100.93,102.90,99.78
Total Common Shares Outstanding,654.73,654.73,654.73,654.73,654.73
"Tangible Book Value per Share, Common Eq",0.09,0.08,0.10,0.11,0.12
