Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,PRESS,ARS,ARS,ARS
Revenue,141.88,66.70,63.40,65.94,57.05
Total Revenue,141.88,66.70,63.40,65.94,57.05
"Selling/General/Admin. Expenses, Total",37.74,23.00,31.80,11.12,17.66
Depreciation/Amortisation,0.11,0,0,0,0
Unusual Expense (Income),2.50,0.53,-1.62,-28.42,-1.78
"Other Operating Expenses, Total",-1.00,7.68,-0.53,6.34,-7.01
Total Operating Expense,149.21,84.58,82.35,41.60,50.73
Operating Income,-7.33,-17.88,-18.95,24.34,6.32
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.71,-2.36,-2.49,-6.57
"Other, Net",0,0,-0.18,0,0
Net Income Before Taxes,-7.33,-19.60,-21.49,21.85,-0.25
Provision for Income Taxes,0.04,1.27,1.43,1.40,2.11
Net Income After Taxes,-7.36,-20.86,-22.92,20.44,-2.36
Net Income Before Extra. Items,1.04,-10.66,-18.32,7.20,2.10
Net Income,1.04,-4.40,24.34,7.20,2.10
Income Available to Com Excl ExtraOrd,1.04,-10.66,-18.32,7.20,2.10
Income Available to Com Incl ExtraOrd,1.04,-4.40,24.34,7.20,2.10
Diluted Net Income,1.04,-4.40,24.34,7.20,2.10
Diluted Weighted Average Shares,654.73,654.73,654.73,654.73,654.73
Diluted EPS Excluding ExtraOrd Items,0.00,-0.02,-0.03,0.01,0.00
DPS - Common Stock Primary Issue,0,0.00,0.03,0,0
Diluted Normalised EPS,0.00,-0.02,-0.03,-0.02,0.00
