Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,PRESS,ARS,ARS,ARS
Net Income/Starting Line,-7.33,-19.60,-21.49,21.85,-0.25
Depreciation/Depletion,5.82,0,6.62,8.36,6.94
Non-Cash Items,6.40,22.68,32.72,-18.71,-1.01
Cash Taxes Paid,0.95,1.30,1.58,1.92,1.78
Changes in Working Capital,-15.55,-2.71,-27.12,-17.32,-0.95
Cash from Operating Activities,-10.54,0.38,-9.28,-5.83,4.73
Capital Expenditures,-10.36,-9.72,-9.16,-5.08,-3.48
"Other Investing Cash Flow Items, Total",5.86,-6.51,30.53,17.31,4.15
Cash from Investing Activities,-4.51,-16.22,21.37,12.23,0.67
Total Cash Dividends Paid,0,0,-13.10,-3.27,0.00
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,12.83,7.05,-18.06,-5.42,-0.67
Foreign Exchange Effects,0.22,-0.77,-0.39,0.10,-0.15
Net Change in Cash,-1.99,-9.56,-6.36,1.08,4.57
