Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3.15,27.59,22.12,23.82,23.95
Total Revenue,3.15,27.59,22.12,23.82,23.95
"Selling/General/Admin. Expenses, Total",2.33,8.13,4.20,3.42,2.55
Depreciation/Amortisation,0.23,1.09,0.69,0.50,0.57
Unusual Expense (Income),0.93,-0.10,6.93,4.54,-0.00
"Other Operating Expenses, Total",-0.04,-0.08,-0.18,-0.24,-1.79
Total Operating Expense,1.36,21.20,30.47,29.89,25.92
Operating Income,1.79,6.39,-8.35,-6.07,-1.97
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.30,-1.02,-2.21,-2.11
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.79,6.09,-9.37,-8.28,-4.07
Provision for Income Taxes,0.65,2.29,0.20,0.08,0.20
Net Income After Taxes,1.14,3.80,-9.57,-8.36,-4.27
Net Income Before Extra. Items,1.14,3.80,-9.57,-8.36,-4.27
Net Income,1.14,3.80,-9.57,-8.36,-4.27
Income Available to Com Excl ExtraOrd,1.14,3.80,-9.57,-8.36,-4.27
Income Available to Com Incl ExtraOrd,1.14,3.80,-9.57,-8.36,-4.27
Diluted Net Income,1.14,3.80,-9.57,-8.36,-4.27
Diluted Weighted Average Shares,233.48,324.94,367.20,430.58,430.58
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,-0.03,-0.02,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.01,0.01,-0.01,-0.01,-0.01
