Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,55.82,47.62,46.94,65.22,15.42
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,37.35,31.86,35.98,22.36,81.01
Cash Taxes Paid,4.99,15.97,15.90,15.22,13.86
Changes in Working Capital,48.31,-18.50,-19.56,4.77,-15.36
Cash from Operating Activities,141.48,60.97,63.35,92.34,81.07
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",-246.08,5.57,-30.38,-156.19,1.06
Cash from Investing Activities,-246.08,5.57,-30.38,-156.19,1.06
Total Cash Dividends Paid,-7.72,-46.73,-48.15,-48.54,-43.71
"Issuance (Retirement) of Stock, Net",629.79,0.00,0,0,0
Cash from Financing Activities,182.47,-72.47,-75.70,55.44,-80.03
Foreign Exchange Effects,0.45,-1.27,-0.73,-0.59,1.24
Net Change in Cash,78.31,-7.19,-43.45,-9.00,3.34
