Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.00,0.99,-0.06,0.26,-0.27
Depreciation/Depletion,0.65,0.44,0.36,0.68,0.65
Non-Cash Items,-2.10,0.13,-0.83,-0.08,0.60
Cash Taxes Paid,0.06,0,0,0.05,0.00
Changes in Working Capital,4.49,-1.52,-0.28,-4.43,-1.20
Cash from Operating Activities,4.26,0.22,-0.73,-3.57,-0.21
Capital Expenditures,-0.07,-0.37,-0.33,-0.11,-0.11
"Other Investing Cash Flow Items, Total",1.69,-0.77,5.64,0.15,1.19
Cash from Investing Activities,1.62,-1.14,5.31,0.04,1.08
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-3.09,-0.86,-0.25,-1.07,-0.18
Foreign Exchange Effects,0.21,0.11,0.04,0.04,-0.07
Net Change in Cash,3.00,-1.66,4.37,-4.57,0.61
