Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,12.93,4.60,-11.96,14.36,-6.85
Depreciation/Depletion,0.04,0.03,0.02,0.18,0.20
Non-Cash Items,-16.90,-8.74,8.78,-16.45,5.24
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,8.31,-3.33,7.17,5.80,8.41
Cash from Operating Activities,4.38,-7.44,4.01,3.89,6.99
Capital Expenditures,-0.01,-0.01,-0.03,-0.00,-0.04
"Other Investing Cash Flow Items, Total",0,0,0,0,0
Cash from Investing Activities,-0.01,-0.01,-0.03,-0.00,-0.04
Total Cash Dividends Paid,0,-2.42,0.00,-2.42,-2.42
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,0,-6.62,0.00,-2.57,-2.58
Foreign Exchange Effects,-0.00,-0.10,0.01,-0.02,-0.26
Net Change in Cash,4.36,-14.17,3.98,1.30,4.11
