Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,17.93,9.23,-6.56,19.30,-1.63
Total Revenue,17.93,9.23,-6.56,19.30,-1.63
"Selling/General/Admin. Expenses, Total",3.97,3.80,4.02,0,0
Depreciation/Amortisation,0.04,0.03,0.02,0,0
Unusual Expense (Income),0.00,0,0,0,-0.21
"Other Operating Expenses, Total",0.54,0.47,0.42,5.12,5.21
Total Operating Expense,5.00,4.63,5.40,4.94,5.22
Operating Income,12.93,4.60,-11.96,14.36,-6.85
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,12.93,4.60,-11.96,14.36,-6.85
Provision for Income Taxes,0.00,0.00,0.00,0,0
Net Income After Taxes,12.93,4.60,-11.96,14.36,-6.85
Net Income Before Extra. Items,12.93,4.60,-11.96,14.36,-6.85
Net Income,12.93,4.60,-11.96,14.36,-6.85
Income Available to Com Excl ExtraOrd,12.93,4.60,-11.96,14.36,-6.85
Income Available to Com Incl ExtraOrd,12.93,4.60,-11.96,14.36,-6.85
Diluted Net Income,12.93,4.60,-11.96,14.36,-6.85
Diluted Weighted Average Shares,241.69,241.69,241.69,241.69,241.69
Diluted EPS Excluding ExtraOrd Items,0.05,0.02,-0.05,0.06,-0.03
DPS - Common Stock Primary Issue,0.01,0.00,0.01,0.01,0.01
Diluted Normalised EPS,0.05,0.02,-0.05,0.06,-0.03
