Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,28.96,145.69,12.02,17.69,-10.03
Depreciation/Depletion,13.16,12.74,13.48,15.45,16.32
Non-Cash Items,-6.86,-151.33,-12.36,-18.30,-2.23
Cash Taxes Paid,2.51,2.50,1.07,0.88,6.54
Changes in Working Capital,1.78,-0.65,-10.46,3.45,3.94
Cash from Operating Activities,37.05,6.45,2.68,18.50,8.27
Capital Expenditures,-50.09,-21.37,-12.86,-16.42,-19.93
"Other Investing Cash Flow Items, Total",4.41,242.09,9.42,43.81,1.34
Cash from Investing Activities,-45.68,220.72,-3.44,27.38,-18.60
Total Cash Dividends Paid,-11.52,-23.14,-11.59,-29.00,-17.40
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-11.52,-23.14,-11.59,-32.46,-21.06
Foreign Exchange Effects,0.26,-1.42,0.24,-0.40,-0.19
Net Change in Cash,-19.90,202.62,-12.11,13.02,-31.59
