Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,410.03,340.71,348.63,364.35,321.87
Total Revenue,410.03,340.71,348.63,364.35,321.87
"Selling/General/Admin. Expenses, Total",141.93,118.54,120.51,124.24,109.41
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.35,-4.04,-2.78,-13.68,0.03
"Other Operating Expenses, Total",-5.48,-3.81,-3.37,-4.20,-6.15
Total Operating Expense,374.46,193.69,335.50,339.71,332.31
Operating Income,35.58,147.01,13.13,24.64,-10.44
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.36,0.29,-0.54,-0.30
"Other, Net",0,0,0,0,0
Net Income Before Taxes,35.58,147.38,13.42,24.10,-10.74
Provision for Income Taxes,6.61,1.69,1.40,6.41,-0.70
Net Income After Taxes,28.96,145.69,12.02,17.69,-10.03
Net Income Before Extra. Items,28.96,145.69,12.02,17.69,-10.03
Net Income,28.96,145.69,12.02,17.69,-10.03
Income Available to Com Excl ExtraOrd,28.96,145.69,12.02,17.69,-10.03
Income Available to Com Incl ExtraOrd,28.96,145.69,12.02,17.69,-10.03
Diluted Net Income,28.96,145.69,12.02,17.69,-10.03
Diluted Weighted Average Shares,578.56,578.66,579.69,579.91,579.91
Diluted EPS Excluding ExtraOrd Items,0.05,0.25,0.02,0.03,-0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.05,0.24,0.02,0.01,-0.02
