Fiscal Year,2016,2017,2019,2020,2021
Period Ended,31 Dec 2016,31 Dec 2017,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-4.89,-2.68,80.12,-99.96,-6.55
Depreciation/Depletion,26.17,13.33,1.00,2.20,2.06
Non-Cash Items,-154.50,-38.89,-102.69,78.86,1.22
Cash Taxes Paid,0,0,0.55,0.25,0.46
Changes in Working Capital,-26.91,34.95,17.01,-13.94,-51.72
Cash from Operating Activities,-160.13,6.72,-4.56,-18.93,-54.99
Capital Expenditures,0,0,-0.23,-0.02,0.00
"Other Investing Cash Flow Items, Total",0.00,-15.85,11.87,-39.77,55.04
Cash from Investing Activities,0.00,-15.85,11.64,-39.79,55.04
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,52.93,0.00,12.26,0.00
Cash from Financing Activities,1.06,52.25,-0.58,11.96,-3.11
Foreign Exchange Effects,0.10,-0.01,-0.07,0.07,-3.45
Net Change in Cash,-158.97,43.12,6.42,-46.69,-6.52
