Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Oct 2016,31 Oct 2017,31 Oct 2018,31 Oct 2019,31 Oct 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,56.94,56.05,58.39,55.09,50.81
Total Revenue,56.94,56.05,58.39,55.09,50.81
"Selling/General/Admin. Expenses, Total",10.21,10.14,9.37,8.10,7.21
Depreciation/Amortisation,0.66,0.66,1.18,1.07,0.94
Unusual Expense (Income),0.01,-1.15,-0.24,-0.04,-0.59
"Other Operating Expenses, Total",0.04,-0.06,0.78,-0.18,-0.56
Total Operating Expense,58.73,54.54,60.59,53.73,47.21
Operating Income,-1.79,1.52,-2.19,1.37,3.60
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.46,-1.41,-0.96,-0.89
"Other, Net",0,-0.48,-0.04,-0.03,-0.02
Net Income Before Taxes,-1.79,-0.42,-3.64,0.38,2.69
Provision for Income Taxes,0.02,-0.39,0.97,0.86,1.10
Net Income After Taxes,-1.81,-0.03,-4.61,-0.49,1.59
Net Income Before Extra. Items,-1.87,-0.24,-4.80,-0.70,1.05
Net Income,-1.87,-0.24,-4.80,-0.70,1.05
Income Available to Com Excl ExtraOrd,-1.87,-0.24,-4.80,-0.70,1.05
Income Available to Com Incl ExtraOrd,-1.87,-0.24,-4.80,-0.70,1.05
Diluted Net Income,-1.87,-0.24,-4.80,-0.70,1.05
Diluted Weighted Average Shares,952.98,957.48,957.48,956.49,954.82
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.01,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.01,-0.00,0.00
