Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,138.85,137.84,192.28,196.97,124.21
Depreciation/Depletion,3.10,5.91,6.31,6.46,6.54
Non-Cash Items,-64.08,-61.08,-107.39,-116.30,-105.41
Cash Taxes Paid,12.50,14.41,14.60,15.17,11.45
Changes in Working Capital,13.66,-13.99,-21.65,-2.98,-0.31
Cash from Operating Activities,91.54,68.69,69.55,84.15,25.03
Capital Expenditures,-2.80,-8.03,-3.36,-2.97,-7.54
"Other Investing Cash Flow Items, Total",-7.56,67.50,123.77,133.55,145.63
Cash from Investing Activities,-10.36,59.47,120.41,130.58,138.09
Total Cash Dividends Paid,-85.51,-43.99,-55.18,-254.22,-66.36
"Issuance (Retirement) of Stock, Net",1.46,6.58,6.23,2.06,1.00
Cash from Financing Activities,-83.29,-37.79,-72.09,-268.70,-73.80
Foreign Exchange Effects,0.51,-2.41,0.99,-0.07,-0.50
Net Change in Cash,-1.61,87.97,118.87,-54.04,88.81
