Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,201.64,222.76,237.81,243.99,111.03
Total Revenue,201.64,222.76,237.81,243.99,111.03
"Selling/General/Admin. Expenses, Total",53.40,68.04,62.48,60.52,34.90
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-3.18,-2.09,-2.83,-1.65,-4.19
Total Operating Expense,64.63,85.86,46.83,48.79,-9.66
Operating Income,137.02,136.91,190.99,195.20,120.69
"Interest Inc.(Exp.),Net-Non-Op., Total",1.83,0.94,1.29,1.77,3.52
"Other, Net",0,0,0,0,0
Net Income Before Taxes,138.85,137.84,192.28,196.97,124.21
Provision for Income Taxes,13.81,15.38,13.21,14.76,4.43
Net Income After Taxes,125.04,122.46,179.07,182.21,119.77
Net Income Before Extra. Items,125.04,122.46,179.07,182.21,119.77
Net Income,125.04,122.46,179.07,182.21,119.77
Income Available to Com Excl ExtraOrd,125.04,122.46,179.07,182.21,119.77
Income Available to Com Incl ExtraOrd,125.04,122.46,179.07,182.21,119.77
Diluted Net Income,125.04,122.46,179.07,182.21,119.77
Diluted Weighted Average Shares,219.31,220.17,220.87,221.14,221.18
Diluted EPS Excluding ExtraOrd Items,0.57,0.56,0.81,0.82,0.54
DPS - Common Stock Primary Issue,0.20,0.20,0.30,0.30,0.30
Diluted Normalised EPS,0.57,0.56,0.81,0.82,0.54
