Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2631.89,2715.08,3030.78,3877.54,3084.66
Total Revenue,2631.89,2715.08,3030.78,3877.54,3084.66
"Selling/General/Admin. Expenses, Total",236.79,204.06,258.68,304.39,252.52
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),3.12,-68.56,-183.80,110.14,44.14
"Other Operating Expenses, Total",-176.84,-117.10,-83.96,-78.36,-80.06
Total Operating Expense,1801.90,1895.88,2282.47,3571.34,2606.98
Operating Income,829.99,819.20,748.31,306.20,477.68
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,829.99,819.20,748.31,306.20,477.68
Provision for Income Taxes,240.02,227.42,173.64,142.23,147.19
Net Income After Taxes,589.96,591.78,574.67,163.97,330.49
Net Income Before Extra. Items,597.58,601.21,564.99,153.32,326.93
Net Income,597.58,601.21,564.99,153.32,326.93
Income Available to Com Excl ExtraOrd,597.58,601.21,564.99,153.32,326.93
Income Available to Com Incl ExtraOrd,597.58,601.21,564.99,153.32,326.93
Diluted Net Income,597.58,601.21,564.99,153.32,326.93
Diluted Weighted Average Shares,1089.49,1218.36,1351.29,1445.11,1454.03
Diluted EPS Excluding ExtraOrd Items,0.55,0.49,0.42,0.11,0.22
DPS - Common Stock Primary Issue,0.24,0.25,0.00,0,0
Diluted Normalised EPS,0.55,0.45,0.31,0.15,0.25
