Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,5.86,0.39,0.99,1.64,1.00
Total Revenue,5.86,0.39,0.99,1.64,1.00
"Selling/General/Admin. Expenses, Total",3.07,3.80,3.26,3.16,2.03
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,-0.01,0.00,0
"Other Operating Expenses, Total",0.86,-0.09,-0.10,0.98,-0.36
Total Operating Expense,11.74,1.77,1.02,4.44,3.36
Operating Income,-5.88,-1.39,-0.03,-2.80,-2.36
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-0.39,-0.40,-1.38
"Other, Net",0,0,-0.01,-0.00,-0.01
Net Income Before Taxes,-5.88,-1.39,-0.42,-3.20,-3.75
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-5.88,-1.39,-0.42,-3.20,-3.75
Net Income Before Extra. Items,-5.87,-1.39,-0.42,-3.20,-3.75
Net Income,-5.87,-0.88,0.72,-3.20,-3.75
Income Available to Com Excl ExtraOrd,-5.87,-1.39,-0.42,-3.20,-3.75
Income Available to Com Incl ExtraOrd,-5.87,-0.88,0.72,-3.20,-3.75
Diluted Net Income,-5.87,-0.88,0.72,-3.20,-3.75
Diluted Weighted Average Shares,167.43,167.40,227.22,565.22,681.98
Diluted EPS Excluding ExtraOrd Items,-0.04,-0.01,-0.00,-0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.03,-0.01,-0.00,-0.01,-0.01
