Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,1.49,1.67,23.33,2.63,3.33
"Accounts Receivable - Trade, Net",0.25,0.17,0.28,3.29,0.07
"Total Receivables, Net",0.25,0.17,0.28,3.29,0.33
Prepaid Expenses,0,0.21,0.00,0.05,0.02
"Other Current Assets, Total",0,0,0,0,3.71
Total Current Assets,1.74,2.05,32.82,70.30,94.25
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.17,0.22,0.07,47.39,107.85
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,17.25,19.96,22.10,18.12,14.07
Total Assets,19.17,22.23,54.98,135.81,216.17
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.15,0.17,0.02,0.02,0.93
Total Current Liabilities,4.93,7.60,6.85,84.93,53.00
Total Long Term Debt,6.75,7.08,16.36,11.83,77.16
Total Debt,8.02,11.54,22.56,95.52,127.95
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,11.33,14.68,23.21,96.76,130.16
"Common Stock, Total",11.48,11.48,35.70,46.12,46.12
Retained Earnings (Accumulated Deficit),-3.64,-3.93,-3.93,-7.07,39.89
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,7.84,7.54,31.77,39.05,86.01
Total Liabilities & Shareholders' Equity,19.17,22.23,54.98,135.81,216.17
Total Common Shares Outstanding,167.40,167.40,526.31,681.98,681.98
"Tangible Book Value per Share, Common Eq",0.05,0.05,0.06,0.06,0.13
