Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-5.88,-0.88,-0.42,-3.20,-3.75
Depreciation/Depletion,0.14,0.05,0.05,0.03,0.08
Non-Cash Items,3.21,-1.85,-2.00,0.68,2.71
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,-2.51,-0.35,-9.62,-57.62,-23.38
Cash from Operating Activities,-5.04,-3.03,-11.99,-60.11,-24.33
Capital Expenditures,-0.25,-0.10,-0.10,-47.30,-8.77
"Other Investing Cash Flow Items, Total",4.42,0.00,-0.43,3.73,2.19
Cash from Investing Activities,4.17,-0.10,-0.52,-43.56,-6.58
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,24.23,10.51,0.00
Cash from Financing Activities,0.97,3.30,32.17,83.98,30.99
Foreign Exchange Effects,-0.01,0.00,0,0,0
Net Change in Cash,0.09,0.18,19.66,-19.70,0.08
