Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-22.42,-16.47,0.94,2.11,-14.34
Depreciation/Depletion,5.82,4.31,3.22,3.15,13.20
Non-Cash Items,3.61,-0.33,2.37,2.54,12.28
Cash Taxes Paid,-1.19,0.47,0.41,2.14,1.56
Changes in Working Capital,32.52,14.81,1.04,-3.51,1.43
Cash from Operating Activities,19.54,2.33,7.57,4.29,12.56
Capital Expenditures,-4.68,-4.68,-2.74,-3.09,-1.41
"Other Investing Cash Flow Items, Total",1.85,13.11,-0.81,0.19,0.00
Cash from Investing Activities,-2.83,8.43,-3.55,-2.89,-1.41
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,8.12,0.00,0
Cash from Financing Activities,-16.76,-4.38,1.53,-1.21,-8.84
Foreign Exchange Effects,0.11,-0.01,0.10,-0.16,-0.00
Net Change in Cash,0.06,6.37,5.65,0.02,2.31
