Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,253.63,207.49,165.98,131.51,92.92
Total Revenue,253.63,207.49,165.98,131.51,92.92
"Selling/General/Admin. Expenses, Total",85.03,75.49,56.29,45.67,28.25
Depreciation/Amortisation,5.82,4.31,3.22,3.15,13.20
Unusual Expense (Income),-0.06,-10.62,0.42,0.90,1.42
"Other Operating Expenses, Total",27.12,29.50,13.51,11.13,8.05
Total Operating Expense,273.56,218.88,162.92,127.44,97.01
Operating Income,-19.93,-11.39,3.07,4.07,-4.09
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.49,-5.07,-2.13,-1.96,-7.07
"Other, Net",0,0,0,0,-3.18
Net Income Before Taxes,-22.42,-16.47,0.94,2.11,-14.34
Provision for Income Taxes,0.54,0.96,2.17,1.93,0.61
Net Income After Taxes,-22.96,-17.42,-1.24,0.18,-14.95
Net Income Before Extra. Items,-22.96,-17.42,-1.24,0.18,-14.95
Net Income,-22.96,-17.42,-1.24,0.18,-14.95
Income Available to Com Excl ExtraOrd,-22.96,-17.42,-1.24,0.18,-14.95
Income Available to Com Incl ExtraOrd,-22.96,-17.42,-1.24,0.18,-14.95
Diluted Net Income,-22.96,-17.42,-1.24,0.18,-14.95
Diluted Weighted Average Shares,710.89,710.89,671.35,909.94,909.94
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.02,-0.00,0.00,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.03,-0.03,-0.00,0.00,-0.02
