Fiscal Year,2011,2012,2013,2014,2015
Period Ended,30 Sep 2011,30 Sep 2012,30 Sep 2013,30 Sep 2014,30 Sep 2015
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,21.33,28.61,-9.80,-6.07,0.64
Depreciation/Depletion,3.38,5.18,5.10,5.13,7.41
Non-Cash Items,-0.66,-3.97,-1.43,9.53,-11.37
Cash Taxes Paid,3.58,4.33,3.48,0.42,1.02
Changes in Working Capital,-34.47,-32.13,-6.31,3.22,3.47
Cash from Operating Activities,-10.41,-2.31,-12.45,12.32,1.31
Capital Expenditures,-6.19,-8.46,-8.05,-92.17,-7.02
"Other Investing Cash Flow Items, Total",-12.71,-1.62,0.59,-2.44,94.76
Cash from Investing Activities,-18.89,-10.08,-7.46,-94.61,87.75
Total Cash Dividends Paid,-31.84,-22.76,0.00,0,0
"Issuance (Retirement) of Stock, Net",33.03,6.58,11.24,8.19,-3.32
Cash from Financing Activities,12.54,12.74,13.45,83.31,-84.52
Foreign Exchange Effects,-0.91,-0.61,0.17,0.07,0.14
Net Change in Cash,-17.67,-0.25,-6.29,1.09,4.67
