Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,1.55,3.63,-29.72,-30.27,0.77
Depreciation/Depletion,3.82,3.46,2.27,4.41,3.86
Non-Cash Items,-1.64,-0.07,32.88,25.03,0.79
Cash Taxes Paid,0.00,0.07,0.30,0.34,0.29
Changes in Working Capital,2.48,6.71,-41.46,0.66,-0.37
Cash from Operating Activities,6.22,13.73,-35.48,-0.13,5.04
Capital Expenditures,-2.66,-8.73,-8.43,-5.49,-1.66
"Other Investing Cash Flow Items, Total",-1.79,0.67,-34.45,0.95,0.28
Cash from Investing Activities,-4.45,-8.06,-42.88,-4.53,-1.38
Total Cash Dividends Paid,0,0.00,-0.14,0,0
"Issuance (Retirement) of Stock, Net",0,33.40,25.16,0,0
Cash from Financing Activities,-3.41,40.39,27.67,1.57,-0.63
Foreign Exchange Effects,0.06,-0.38,0.09,0.03,-0.08
Net Change in Cash,-1.57,45.68,-50.60,-3.07,2.95
