Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Cash,13.94,58.05,9.02,5.95,8.90
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,13.94,58.05,9.02,5.95,8.90
"Accounts Receivable - Trade, Net",33.30,21.89,22.80,27.13,23.27
"Total Receivables, Net",43.25,24.11,29.17,28.58,24.26
Prepaid Expenses,0.72,0.96,0.60,0.28,0.23
"Other Current Assets, Total",1.10,56.16,39.50,35.88,34.83
Total Current Assets,71.62,149.62,93.34,86.57,81.75
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",35.61,20.57,24.08,32.59,30.24
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.15,0.12,24.08,0.00,0
Long Term Investments,2.21,2.21,1.96,2.07,2.36
Total Assets,124.17,172.52,145.52,121.24,114.34
Accounts Payable,31.95,22.77,29.28,31.27,25.33
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0
"Other Current liabilities, Total",8.78,43.64,10.57,8.95,8.82
Total Current Liabilities,46.42,69.68,43.67,45.43,38.80
Total Long Term Debt,0.00,1.88,6.84,11.21,10.15
Total Debt,5.70,5.14,10.66,16.42,14.80
Deferred Income Tax,3.86,0.00,0.03,0.01,0.02
"Other Liabilities, Total",10.31,1.18,0.00,0.06,0.09
Total Liabilities,60.60,72.74,50.25,53.93,46.19
"Common Stock, Total",57.34,90.74,115.90,115.90,115.90
Retained Earnings (Accumulated Deficit),5.19,8.17,-21.37,-49.57,-48.93
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0.00,-0.25,-0.14,0.16
"Other Equity, Total",1.05,0.87,0.99,1.12,1.04
Total Equity,63.57,99.78,95.27,67.31,68.16
Total Liabilities & Shareholders' Equity,124.17,172.52,145.52,121.24,114.34
Total Common Shares Outstanding,675.16,1350.33,1770.33,1770.33,1770.33
"Tangible Book Value per Share, Common Eq",0.09,0.07,0.04,0.04,0.04
