Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,85.42,94.80,125.92,123.35,109.36
Total Revenue,85.42,94.80,125.92,123.35,109.36
"Selling/General/Admin. Expenses, Total",14.64,9.99,42.51,38.71,7.12
Depreciation/Amortisation,1.72,0,0,0,0.61
Unusual Expense (Income),-1.58,-0.22,-0.03,-0.10,0.08
"Other Operating Expenses, Total",10.52,-1.93,-1.56,-0.77,-1.09
Total Operating Expense,83.64,91.08,155.39,152.53,107.66
Operating Income,1.78,3.72,-29.47,-29.17,1.71
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.17,-0.09,-0.26,-1.10,-0.94
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.61,3.63,-29.72,-30.27,0.77
Provision for Income Taxes,0.06,0.16,0.27,0.30,0.21
Net Income After Taxes,1.55,3.46,-29.99,-30.58,0.56
Net Income Before Extra. Items,1.55,3.46,-29.70,-28.08,0.64
Net Income,1.36,3.28,-29.70,-28.08,0.64
Income Available to Com Excl ExtraOrd,1.55,3.46,-29.70,-28.08,0.64
Income Available to Com Incl ExtraOrd,1.36,3.28,-29.70,-28.08,0.64
Diluted Net Income,1.36,3.28,-29.70,-28.08,0.64
Diluted Weighted Average Shares,675.16,796.33,1559.75,1770.33,1770.33
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,-0.02,-0.02,0.00
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,0.00,0.00,-0.01,-0.01,0.00
