Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.51,3.41,-3.72,-3.46,0.42
Depreciation/Depletion,9.23,8.55,8.44,8.90,7.67
Non-Cash Items,0.10,-0.39,-0.10,0.40,-0.44
Cash Taxes Paid,0.61,0.00,0.60,0.00,0.06
Changes in Working Capital,-1.18,-1.12,1.36,0.88,-1.08
Cash from Operating Activities,11.67,10.45,5.97,6.73,6.56
Capital Expenditures,-7.73,-6.59,-2.41,-3.57,-3.25
"Other Investing Cash Flow Items, Total",0.13,0.11,0.17,0.25,0.97
Cash from Investing Activities,-7.60,-6.48,-2.24,-3.32,-2.28
Total Cash Dividends Paid,-5.21,-2.54,-2.34,0.00,0
"Issuance (Retirement) of Stock, Net",0.00,-0.13,0.00,0,0
Cash from Financing Activities,-5.23,-5.23,-5.55,-4.87,-2.18
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-1.16,-1.26,-1.82,-1.46,2.10
