Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,5.83,-2.14,0.56,0.79,0.09
Depreciation/Depletion,0.53,0.54,0.59,0.67,0.65
Non-Cash Items,-6.75,0.99,-0.65,0.36,0.03
Cash Taxes Paid,0.53,1.17,0.91,0.61,0.69
Changes in Working Capital,-0.17,-1.49,-0.62,-0.99,-1.19
Cash from Operating Activities,-0.56,-2.10,-0.12,0.83,-0.42
Capital Expenditures,-0.61,-0.62,-0.50,-0.50,-0.16
"Other Investing Cash Flow Items, Total",0.06,0.45,0.00,0.02,0.99
Cash from Investing Activities,-0.55,-0.17,-0.50,-0.49,0.83
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-0.41,2.73,0.39,-0.09,-0.43
Foreign Exchange Effects,0.01,-0.02,-0.03,0.02,-0.01
Net Change in Cash,-1.52,0.43,-0.26,0.27,-0.03
