Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3.71,3.70,3.92,4.30,3.50
Total Revenue,3.71,3.70,3.92,4.30,3.50
"Selling/General/Admin. Expenses, Total",1.76,2.38,1.83,1.68,1.94
Depreciation/Amortisation,0.53,0,0,0.67,0.65
Unusual Expense (Income),-0.49,0.91,-0.88,0.00,0.00
"Other Operating Expenses, Total",1.69,2.56,2.25,0.82,0.80
Total Operating Expense,3.58,5.96,3.29,3.25,3.45
Operating Income,0.13,-2.26,0.63,1.05,0.05
"Interest Inc.(Exp.),Net-Non-Op., Total",4.44,-0.13,-0.28,-0.27,0.04
"Other, Net",1.25,0.23,0.21,0,0
Net Income Before Taxes,5.83,-2.14,0.56,0.79,0.09
Provision for Income Taxes,0.41,0.45,0.49,0.59,0.47
Net Income After Taxes,5.42,-2.59,0.08,0.20,-0.38
Net Income Before Extra. Items,4.96,-2.80,-0.14,0.20,-0.38
Net Income,4.96,-2.80,-0.14,0.20,-0.38
Income Available to Com Excl ExtraOrd,4.96,-2.80,-0.14,0.20,-0.38
Income Available to Com Incl ExtraOrd,4.96,-2.80,-0.14,0.20,-0.38
Diluted Net Income,4.96,-2.80,-0.14,0.20,-0.38
Diluted Weighted Average Shares,6840.53,27549.93,27570.76,27570.76,27570.76
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,-0.00,0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,0.00,-0.00
