Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,88.91,84.93,93.86,99.83,56.19
Depreciation/Depletion,0.69,0.67,0.70,11.62,11.84
Non-Cash Items,-55.24,-66.43,-90.04,-66.41,-4.50
Cash Taxes Paid,0.01,0.67,1.49,0.81,2.25
Changes in Working Capital,-35.39,-46.67,146.10,4.59,-229.93
Cash from Operating Activities,-0.52,-27.24,150.84,49.89,-166.19
Capital Expenditures,-0.40,-0.42,-1.12,-0.58,-0.29
"Other Investing Cash Flow Items, Total",37.66,49.09,59.98,11.49,97.00
Cash from Investing Activities,37.26,48.67,58.86,10.92,96.71
Total Cash Dividends Paid,-19.25,-27.68,-29.15,-28.45,-28.83
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,80.44,-9.29,-152.29,-40.62,-40.31
Foreign Exchange Effects,-0.40,0.62,0.24,0.90,0.11
Net Change in Cash,116.78,12.76,57.65,21.09,-109.67
