Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,50.29,46.76,33.37,31.31,30.68
Short Term Investments,237.00,253.29,324.32,347.47,238.42
Cash and Short Term Investments,287.29,300.04,357.69,378.78,269.11
"Accounts Receivable - Trade, Net",488.97,972.10,782.87,943.25,1067.50
"Total Receivables, Net",503.80,1003.98,821.93,968.74,1098.38
Prepaid Expenses,26.09,17.28,13.17,23.14,80.38
"Other Current Assets, Total",60.66,45.01,27.16,51.28,27.87
Total Current Assets,1048.57,1575.92,1330.71,1480.61,1567.11
"Property/Plant/Equipment, Total - Gross",12.24,12.45,13.13,28.31,18.48
"Accumulated Depreciation, Total",-6.59,-7.26,-7.89,-8.65,-9.45
"Property/Plant/Equipment, Total - Net",5.65,5.19,5.25,19.66,9.03
"Goodwill, Net",1.18,1.18,1.18,1.18,0.27
"Intangibles, Net",0.40,0.34,0.48,0.36,0.21
Long Term Investments,281.01,321.17,311.45,367.54,310.08
Total Assets,1344.42,1909.81,1653.57,1872.95,1887.95
Accounts Payable,472.43,936.70,782.22,761.62,897.81
Accrued Expenses,42.10,0,0,0,0
Notes Payable/Short Term Debt,100.00,120.00,0.00,0.00,0.00
"Other Current liabilities, Total",73.89,124.47,94.16,249.79,101.62
Total Current Liabilities,688.43,1181.16,876.37,1022.38,1003.66
Total Long Term Debt,0.00,0.00,0.00,3.92,0.51
Total Debt,100.00,120.00,0.00,14.89,4.74
Deferred Income Tax,6.31,7.92,8.05,11.70,6.90
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,694.74,1189.08,884.42,1037.99,1011.07
"Common Stock, Total",215.57,215.57,215.57,215.57,215.57
Retained Earnings (Accumulated Deficit),434.97,489.77,554.48,625.86,653.23
Treasury Stock - Common,-5.48,-5.48,-5.48,-5.48,-5.48
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",4.63,20.87,4.58,-0.99,13.56
Total Equity,649.69,720.73,769.14,834.96,876.88
Total Liabilities & Shareholders' Equity,1344.42,1909.81,1653.57,1872.95,1887.95
Total Common Shares Outstanding,860.18,860.18,860.18,860.18,860.18
"Tangible Book Value per Share, Common Eq",0.75,0.84,0.89,0.97,1.02
