Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,11703.19,16267.61,20611.95,20343.49,10516.96
Total Revenue,11703.19,16267.61,20611.95,20343.49,10516.96
"Selling/General/Admin. Expenses, Total",15.77,15.95,18.85,19.40,13.64
Depreciation/Amortisation,0.51,0.27,0.23,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",2.27,3.13,1.82,1.20,1.37
Total Operating Expense,11676.45,16244.56,20578.90,20299.84,10480.35
Operating Income,26.74,23.05,33.06,43.65,36.61
"Interest Inc.(Exp.),Net-Non-Op., Total",66.05,68.76,67.48,62.78,23.63
"Other, Net",-0.94,0,0,0,0
Net Income Before Taxes,91.86,91.81,100.54,106.43,60.24
Provision for Income Taxes,2.95,6.88,6.68,6.60,4.05
Net Income After Taxes,88.91,84.93,93.86,99.83,56.19
Net Income Before Extra. Items,88.91,84.93,93.86,99.83,56.19
Net Income,88.91,84.93,93.86,99.83,56.19
Income Available to Com Excl ExtraOrd,88.91,84.93,93.86,99.83,56.19
Income Available to Com Incl ExtraOrd,88.91,84.93,93.86,99.83,56.19
Diluted Net Income,88.91,84.93,93.86,99.83,56.19
Diluted Weighted Average Shares,860.18,860.18,860.18,860.18,860.18
Diluted EPS Excluding ExtraOrd Items,0.10,0.10,0.11,0.12,0.07
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.03,0.02
Diluted Normalised EPS,0.10,0.10,0.11,0.12,0.07
