Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,20587.03,26272.53,30479.06,32992.72,35820.04
Total Revenue,20587.03,26272.53,30479.06,32992.72,35820.04
"Selling/General/Admin. Expenses, Total",687.79,827.61,864.02,1003.65,1122.52
Depreciation/Amortisation,353.48,403.38,392.84,1000.96,1122.53
Unusual Expense (Income),-14.14,-135.14,-69.89,70.72,490.58
"Other Operating Expenses, Total",390.45,444.37,488.95,-16.29,-68.31
Total Operating Expense,19707.38,25266.38,29692.19,32186.65,35296.09
Operating Income,879.65,1006.15,786.87,806.07,523.95
"Interest Inc.(Exp.),Net-Non-Op., Total",-446.25,-397.95,-406.25,-472.96,-301.77
"Other, Net",0,22.70,0,0,0
Net Income Before Taxes,433.40,630.89,380.62,333.11,222.18
Provision for Income Taxes,94.31,79.25,57.42,55.94,43.99
Net Income After Taxes,339.09,551.65,323.19,277.17,178.19
Net Income Before Extra. Items,351.31,580.74,347.87,316.17,245.70
Net Income,351.31,580.74,347.87,316.17,245.70
Income Available to Com Excl ExtraOrd,317.74,524.11,292.39,261.11,189.26
Income Available to Com Incl ExtraOrd,317.74,524.11,292.39,261.11,189.26
Diluted Net Income,317.74,524.11,292.39,261.11,189.26
Diluted Weighted Average Shares,2947.83,3023.35,3330.03,3334.16,3345.89
Diluted EPS Excluding ExtraOrd Items,0.11,0.17,0.09,0.08,0.06
DPS - Common Stock Primary Issue,0.06,0.07,0.07,0.08,0.07
Diluted Normalised EPS,0.10,0.13,0.07,0.10,0.17
