Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,Interim Report,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,4.48,11.60,0,4.22,1.21
Cash and Short Term Investments,2148.53,1997.95,2480.37,3183.80,3117.08
"Accounts Receivable - Trade, Net",1407.85,1635.08,2435.17,2024.82,1639.93
"Total Receivables, Net",2351.39,2692.38,2435.17,3150.22,2538.98
Prepaid Expenses,1273.05,1128.16,805.47,816.78,1040.23
"Other Current Assets, Total",1985.92,1680.42,2713.82,1886.29,3341.48
Total Current Assets,15173.21,13543.59,14902.99,16248.56,17418.39
"Property/Plant/Equipment, Total - Gross",7028.87,7512.38,0,9458.75,9839.08
"Accumulated Depreciation, Total",-1211.27,-1414.89,0,-2021.36,-2749.10
"Property/Plant/Equipment, Total - Net",5817.60,6097.49,6321.88,7437.39,7089.98
"Goodwill, Net",690.84,638.86,0,824.35,817.23
"Intangibles, Net",622.76,568.42,1199.91,340.88,425.57
Long Term Investments,1050.31,1339.52,827.47,732.61,689.29
Total Assets,23468.88,22298.55,23446.82,25812.02,26702.64
Accounts Payable,1538.79,1637.57,0,3198.70,2314.08
Accrued Expenses,649.16,540.20,0,700.16,638.96
Notes Payable/Short Term Debt,190.17,104.54,0.00,198.83,261.43
"Other Current liabilities, Total",1470.17,1494.83,1658.04,2115.73,3131.24
Total Current Liabilities,9641.15,8332.80,10069.02,12808.57,12647.20
Total Long Term Debt,7687.55,6927.73,6491.11,6285.18,7596.43
Total Debt,13670.59,11587.94,11268.24,13079.16,14159.36
Deferred Income Tax,505.88,416.99,422.63,407.34,369.23
"Other Liabilities, Total",0,0,0,17.70,53.80
Total Liabilities,18070.54,15854.97,17121.45,19626.86,20740.18
"Common Stock, Total",3087.89,3674.21,3748.99,3748.99,3748.99
Retained Earnings (Accumulated Deficit),2672.63,3048.25,1696.25,3108.76,3030.13
Treasury Stock - Common,-190.47,-187.28,-166.28,-158.81,-140.17
Unrealised Gain (Loss),-398.82,-130.79,0,-404.11,-462.92
"Other Equity, Total",227.11,39.19,1046.41,-109.67,-213.57
Total Equity,5398.34,6443.58,6325.37,6185.17,5962.46
Total Liabilities & Shareholders' Equity,23468.88,22298.55,23446.82,25812.02,26702.64
Total Common Shares Outstanding,2820.37,3227.36,3290.35,3294.36,3303.99
"Tangible Book Value per Share, Common Eq",1.45,1.62,1.56,1.52,1.43
