Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,433.40,630.89,380.62,676.15,222.18
Depreciation/Depletion,353.48,380.68,392.84,500.33,561.26
Non-Cash Items,456.70,357.62,381.23,277.96,913.87
Cash Taxes Paid,48.42,82.10,137.93,106.84,177.82
Changes in Working Capital,-623.97,288.64,328.58,-757.19,-1775.80
Cash from Operating Activities,619.62,1657.83,1483.26,697.26,-78.50
Capital Expenditures,-763.48,-958.25,-821.14,-619.71,-678.97
"Other Investing Cash Flow Items, Total",-622.01,320.80,404.15,57.02,165.27
Cash from Investing Activities,-1385.49,-637.45,-416.99,-562.69,-513.70
Total Cash Dividends Paid,-184.04,-180.40,-237.73,-238.61,-253.71
"Issuance (Retirement) of Stock, Net",-88.99,586.31,72.15,-8.27,0.00
Cash from Financing Activities,899.45,-920.57,-528.69,495.14,610.71
Foreign Exchange Effects,-112.92,-157.42,-26.24,-45.94,-145.54
Net Change in Cash,20.66,-57.61,511.34,583.77,-127.02
