Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,12.95,14.66,15.62,17.54,23.60
Total Revenue,12.95,14.66,15.62,17.54,23.60
"Selling/General/Admin. Expenses, Total",3.62,3.50,4.77,8.29,5.63
Depreciation/Amortisation,0.06,0.40,0.36,0.38,0.38
Unusual Expense (Income),0.00,0.01,0.47,-3.43,0.96
"Other Operating Expenses, Total",1.67,2.51,3.00,2.57,2.18
Total Operating Expense,-76.19,7.39,9.09,13.70,17.22
Operating Income,89.15,7.27,6.53,3.84,6.38
"Interest Inc.(Exp.),Net-Non-Op., Total",0,82.47,36.50,27.52,-40.19
"Other, Net",0,0,0,0,0
Net Income Before Taxes,89.15,89.74,43.03,31.35,-33.81
Provision for Income Taxes,2.16,2.51,-6.93,-0.11,-1.35
Net Income After Taxes,86.98,87.23,49.96,31.46,-32.47
Net Income Before Extra. Items,86.98,87.23,49.96,31.46,-32.47
Net Income,86.98,87.23,49.96,31.46,-32.47
Income Available to Com Excl ExtraOrd,86.98,87.23,49.96,31.46,-32.47
Income Available to Com Incl ExtraOrd,86.98,87.23,49.96,31.46,-32.47
Diluted Net Income,86.98,87.23,49.96,31.46,-32.47
Diluted Weighted Average Shares,2649.81,2649.74,2649.74,2649.74,2648.47
Diluted EPS Excluding ExtraOrd Items,0.03,0.03,0.02,0.01,-0.01
DPS - Common Stock Primary Issue,0.00,0.02,0.02,0.03,0.03
Diluted Normalised EPS,0.03,0.03,0.02,0.01,-0.01
