Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,11.50,0,0,0,0
Short Term Investments,30.87,0,0,0,0
Cash and Short Term Investments,42.37,60.83,13.11,13.76,8.17
"Accounts Receivable - Trade, Net",0.01,0.10,0.01,0.01,0.01
"Total Receivables, Net",0.03,0.10,0.10,0.07,0.06
Prepaid Expenses,0.70,0,0.83,1.03,1.18
"Other Current Assets, Total",0.01,0.75,14.99,107.34,91.63
Total Current Assets,43.10,61.68,29.03,122.21,101.04
"Property/Plant/Equipment, Total - Gross",0.41,0,0.94,1.12,1.14
"Accumulated Depreciation, Total",-0.27,0,-0.77,-0.61,-0.97
"Property/Plant/Equipment, Total - Net",0.13,0.52,0.17,0.52,0.16
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,1135.06,1345.54,1393.94,1288.20,1063.89
Total Assets,1178.89,1408.03,1424.34,1411.73,1166.77
Accounts Payable,0.00,0,0,0,0
Accrued Expenses,2.54,0,2.88,3.64,3.17
Notes Payable/Short Term Debt,100.81,0.00,12.97,35.37,0.00
"Other Current liabilities, Total",0.20,0.01,0.14,1.19,1.14
Total Current Liabilities,103.56,12.80,16.12,40.65,4.43
Total Long Term Debt,0.04,0.03,0.01,308.05,302.46
Total Debt,100.87,10.78,13.11,343.87,302.57
Deferred Income Tax,8.06,9.77,2.88,3.45,0.19
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,111.67,22.59,19.01,352.15,307.08
"Common Stock, Total",457.28,457.28,457.28,457.28,457.28
Retained Earnings (Accumulated Deficit),339.20,928.16,948.05,602.31,402.41
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),123.35,0,0,0,0
"Other Equity, Total",147.38,0,0,0,0
Total Equity,1067.22,1385.44,1405.33,1059.59,859.70
Total Liabilities & Shareholders' Equity,1178.89,1408.03,1424.34,1411.73,1166.77
Total Common Shares Outstanding,2649.74,2649.74,2649.74,2649.74,2649.74
"Tangible Book Value per Share, Common Eq",0.40,0.52,0.53,0.40,0.32
