Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,198.56,194.97,197.69,194.13,153.44
Total Revenue,198.56,194.97,197.69,194.13,153.44
"Selling/General/Admin. Expenses, Total",27.89,27.08,27.51,26.18,22.65
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.29,0.17,-0.88,5.50,-0.41
"Other Operating Expenses, Total",-6.44,-5.39,-5.22,-5.17,-6.04
Total Operating Expense,183.74,185.95,180.97,177.27,133.49
Operating Income,14.82,9.02,16.72,16.86,19.95
"Interest Inc.(Exp.),Net-Non-Op., Total",0.09,-0.70,-0.80,-0.66,-0.35
"Other, Net",0,0,0,0,0
Net Income Before Taxes,14.91,8.32,15.92,16.21,19.60
Provision for Income Taxes,3.05,2.86,3.73,3.52,2.69
Net Income After Taxes,11.86,5.46,12.20,12.69,16.92
Net Income Before Extra. Items,10.54,4.48,11.89,12.69,16.92
Net Income,10.54,4.48,11.89,12.69,16.92
Income Available to Com Excl ExtraOrd,10.54,4.48,11.89,12.69,16.92
Income Available to Com Incl ExtraOrd,10.54,4.48,11.89,12.69,16.92
Diluted Net Income,10.54,4.48,11.89,12.69,16.92
Diluted Weighted Average Shares,752.99,752.99,752.99,752.99,752.99
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.02,0.02,0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.01,0.01,0.01,0.02,0.02
