Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.91,8.32,15.92,16.21,19.60
Depreciation/Depletion,9.79,7.70,6.99,11.65,9.42
Non-Cash Items,-1.04,-1.90,-0.62,-0.88,-2.52
Cash Taxes Paid,3.36,2.12,2.10,2.30,2.83
Changes in Working Capital,-2.69,-8.19,0.99,0.34,6.18
Cash from Operating Activities,20.98,5.93,23.29,27.32,32.68
Capital Expenditures,-6.99,-5.52,-7.23,-7.28,-6.12
"Other Investing Cash Flow Items, Total",3.77,1.57,2.37,5.59,3.46
Cash from Investing Activities,-3.21,-3.95,-4.86,-1.69,-2.66
Total Cash Dividends Paid,-11.30,-11.30,-12.05,-12.05,-10.17
"Issuance (Retirement) of Stock, Net",0,0.00,0,0,0
Cash from Financing Activities,-12.75,-12.26,-33.42,-17.16,-9.40
Foreign Exchange Effects,-2.35,-0.08,-0.24,-0.42,0.80
Net Change in Cash,2.66,-10.35,-15.23,8.05,21.42
