Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,23.25,21.41,51.41
Short Term Investments,2.68,3.32,3.60,0.00,0
Cash and Short Term Investments,105.28,98.76,80.61,85.07,106.64
"Accounts Receivable - Trade, Net",53.21,62.43,52.92,48.15,39.79
"Total Receivables, Net",53.98,62.44,53.73,48.97,40.92
Prepaid Expenses,0.63,0,0.70,1.04,0.52
"Other Current Assets, Total",3.88,0,3.76,3.79,0.33
Total Current Assets,181.37,178.84,157.26,156.51,162.56
"Property/Plant/Equipment, Total - Gross",330.66,0,310.27,317.65,302.62
"Accumulated Depreciation, Total",-282.96,0,-265.46,-263.61,-250.86
"Property/Plant/Equipment, Total - Net",47.70,45.95,44.81,54.04,51.76
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,10.38,9.69,8.75,8.35,7.68
Total Assets,241.55,236.21,211.59,219.08,222.96
Accounts Payable,45.38,46.16,20.79,18.90,16.18
Accrued Expenses,0,0,11.67,12.74,11.55
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",2.38,3.94,14.05,12.87,14.55
Total Current Liabilities,47.75,50.10,46.51,46.65,42.86
Total Long Term Debt,0.00,0.00,0.00,7.25,6.55
Total Debt,0.00,0.00,0.00,9.40,7.14
Deferred Income Tax,0.61,0.62,0.95,1.54,1.26
"Other Liabilities, Total",0.00,0,0,0,0
Total Liabilities,68.01,70.90,47.46,55.44,50.68
"Common Stock, Total",102.16,102.16,102.16,102.16,102.16
Retained Earnings (Accumulated Deficit),83.85,63.15,83.06,83.71,90.46
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0.79,0,0.79,0.79,0.79
"Other Equity, Total",-13.26,0,-21.89,-23.02,-21.11
Total Equity,173.54,165.31,164.12,163.63,172.29
Total Liabilities & Shareholders' Equity,241.55,236.21,211.59,219.08,222.96
Total Common Shares Outstanding,752.99,752.99,752.99,752.99,752.99
"Tangible Book Value per Share, Common Eq",0.23,0.22,0.22,0.22,0.23
