Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.58,6.44,4.50,3.64,8.73
Depreciation/Depletion,0.22,0.23,0.34,1.32,1.38
Non-Cash Items,0.85,0.75,0.46,0.32,0.19
Cash Taxes Paid,-0.39,0.37,0.96,0.51,1.04
Changes in Working Capital,-1.08,-2.70,-3.96,-1.32,-1.78
Cash from Operating Activities,2.56,4.72,1.35,3.96,8.52
Capital Expenditures,-0.16,-0.48,-0.25,-0.73,-0.12
"Other Investing Cash Flow Items, Total",1.55,-1.90,0.00,0.00,2.03
Cash from Investing Activities,1.39,-2.38,-0.25,-0.73,1.90
Total Cash Dividends Paid,-1.16,-1.73,-2.01,-1.14,-1.42
"Issuance (Retirement) of Stock, Net",-0.17,0.00,-0.31,0.00,-0.02
Cash from Financing Activities,-1.45,-1.85,-2.38,-1.91,-4.57
Foreign Exchange Effects,0.02,0.13,0.00,0.03,-0.03
Net Change in Cash,2.52,0.63,-1.28,1.35,5.83
