Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,14.14,14.77,13.49,14.84,20.67
"Accounts Receivable - Trade, Net",21.41,21.25,21.44,22.06,23.21
"Total Receivables, Net",22.25,22.65,24.32,26.53,24.14
Prepaid Expenses,0.09,0.08,0.09,0.21,0.16
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,55.21,60.46,63.42,62.71,69.72
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.52,1.00,0.91,4.18,3.33
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,55.99,63.53,66.40,66.92,73.13
Accounts Payable,21.53,22.68,23.34,17.59,19.76
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,3.14,3.70,3.90,4.12,1.97
"Other Current liabilities, Total",4.73,6.05,6.85,8.21,9.43
Total Current Liabilities,29.50,32.48,34.12,30.83,32.14
Total Long Term Debt,0.04,0.20,0.17,2.16,1.53
Total Debt,3.29,3.96,4.10,7.18,4.48
Deferred Income Tax,0.03,0.03,0.03,0.06,0.04
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,30.82,34.43,36.28,35.17,35.62
"Common Stock, Total",11.17,11.17,11.17,11.17,11.17
Retained Earnings (Accumulated Deficit),15.43,18.07,19.49,21.21,26.82
Treasury Stock - Common,-0.26,-0.26,-0.57,-0.57,-0.59
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-1.18,0.11,0.03,-0.06,0.11
Total Equity,25.17,29.10,30.12,31.75,37.52
Total Liabilities & Shareholders' Equity,55.99,63.53,66.40,66.92,73.13
Total Common Shares Outstanding,115.90,115.90,114.60,113.92,113.86
"Tangible Book Value per Share, Common Eq",0.22,0.25,0.26,0.28,0.33
