Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,140.45,158.61,157.61,150.23,182.68
Total Revenue,140.45,158.61,157.61,150.23,182.68
"Selling/General/Admin. Expenses, Total",10.41,11.43,11.99,12.42,13.94
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-0.22,-0.54,-0.65,-0.69,-1.84
Total Operating Expense,138.07,152.06,153.02,146.45,173.87
Operating Income,2.38,6.55,4.60,3.78,8.81
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.13,-0.11,-0.10,-0.14,-0.08
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.25,6.44,4.50,3.64,8.73
Provision for Income Taxes,-0.58,0.59,0.80,0.66,1.46
Net Income After Taxes,2.83,5.84,3.70,2.98,7.27
Net Income Before Extra. Items,2.60,5.44,3.49,2.86,7.03
Net Income,2.92,5.44,3.49,2.86,7.03
Income Available to Com Excl ExtraOrd,2.60,5.44,3.49,2.86,7.03
Income Available to Com Incl ExtraOrd,2.92,5.44,3.49,2.86,7.03
Diluted Net Income,2.60,5.44,3.49,2.86,7.03
Diluted Weighted Average Shares,115.56,115.22,113.92,113.92,113.89
Diluted EPS Excluding ExtraOrd Items,0.02,0.05,0.03,0.03,0.06
DPS - Common Stock Primary Issue,0.01,0.02,0.02,0.01,0.03
Diluted Normalised EPS,0.02,0.05,0.03,0.03,0.05
