Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,361.04,431.49,368.90,298.28,-85.26
Depreciation/Depletion,44.70,37.82,26.61,27.38,40.63
Non-Cash Items,10.54,-128.41,-96.73,-33.02,296.17
Cash Taxes Paid,63.46,58.47,48.66,49.32,32.26
Changes in Working Capital,-441.20,-371.69,-328.85,-63.16,-37.93
Cash from Operating Activities,-13.82,-19.79,-20.34,237.55,221.34
Capital Expenditures,-15.24,-12.78,-22.67,-25.79,-12.24
"Other Investing Cash Flow Items, Total",70.61,-139.40,-4.34,-639.84,-1376.82
Cash from Investing Activities,55.37,-152.18,-27.01,-665.63,-1389.06
Total Cash Dividends Paid,0,0,0,-201.73,-128.84
"Issuance (Retirement) of Stock, Net",-1.76,-4.49,-3.50,-9.23,-9.35
Cash from Financing Activities,-20.91,171.72,94.20,623.02,1477.97
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,20.65,-0.25,46.85,194.94,310.26
