Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1124.35,1032.52,982.56,959.26,865.66
Total Revenue,1124.35,1032.52,982.56,959.26,865.66
"Selling/General/Admin. Expenses, Total",432.29,422.45,423.91,421.25,456.05
Depreciation/Amortisation,44.70,48.83,36.34,35.44,48.37
Unusual Expense (Income),29.17,-43.45,33.00,23.53,48.83
"Other Operating Expenses, Total",120.85,105.68,99.81,111.42,31.53
Total Operating Expense,819.99,716.20,769.61,772.33,765.42
Operating Income,304.36,316.32,212.95,186.92,100.24
"Interest Inc.(Exp.),Net-Non-Op., Total",16.87,88.49,40.77,101.53,-228.60
"Other, Net",39.82,26.69,115.18,9.83,17.38
Net Income Before Taxes,361.04,431.49,368.90,298.28,-85.26
Provision for Income Taxes,54.90,36.28,47.63,38.74,27.24
Net Income After Taxes,306.14,395.22,321.27,259.55,-112.50
Net Income Before Extra. Items,265.29,350.09,278.38,213.21,-83.68
Net Income,265.29,350.09,278.38,213.21,-83.68
Income Available to Com Excl ExtraOrd,265.29,350.09,278.38,211.52,-108.18
Income Available to Com Incl ExtraOrd,265.29,350.09,278.38,211.52,-108.18
Diluted Net Income,265.29,350.09,278.38,211.52,-108.18
Diluted Weighted Average Shares,1621.48,1620.51,1637.53,1627.10,1545.40
Diluted EPS Excluding ExtraOrd Items,0.16,0.22,0.17,0.13,-0.07
DPS - Common Stock Primary Issue,0.15,0.09,0.09,0.11,0.03
Diluted Normalised EPS,0.18,0.19,0.19,0.14,-0.06
