Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,114.57,125.81,115.04,120.63,143.05
Total Revenue,114.57,125.81,115.04,120.63,143.05
"Selling/General/Admin. Expenses, Total",10.18,9.22,8.38,8.81,8.42
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,-0.06,-0.20,0.00,0.15
"Other Operating Expenses, Total",1.27,-0.17,-0.03,-0.51,-1.06
Total Operating Expense,116.24,125.27,114.81,120.76,142.51
Operating Income,-1.67,0.54,0.23,-0.13,0.54
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.38,-0.44,-0.53,-0.62,-0.32
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-2.05,0.10,-0.30,-0.75,0.23
Provision for Income Taxes,-0.09,0.08,-0.24,0.11,0.17
Net Income After Taxes,-1.96,0.02,-0.06,-0.86,0.06
Net Income Before Extra. Items,-1.96,0.02,-0.06,-0.86,0.06
Net Income,-1.96,0.02,-0.06,-0.86,0.06
Income Available to Com Excl ExtraOrd,-1.96,0.02,-0.06,-0.86,0.06
Income Available to Com Incl ExtraOrd,-1.96,0.02,-0.06,-0.86,0.06
Diluted Net Income,-1.96,0.02,-0.06,-0.86,0.06
Diluted Weighted Average Shares,351.40,351.40,351.40,351.40,351.40
Diluted EPS Excluding ExtraOrd Items,-0.01,0.00,-0.00,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.00,-0.00,-0.00,0.00
