Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,16.40,11.63,15.01,14.07,18.24
"Accounts Receivable - Trade, Net",27.19,45.96,26.01,24.63,31.70
"Total Receivables, Net",27.19,45.96,26.08,24.63,31.70
Prepaid Expenses,0.29,0.65,0.47,0.33,0.42
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,48.05,62.78,45.56,42.56,53.07
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",4.23,3.88,5.04,5.10,4.62
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.00,0,0.00,0.00,0.00
Long Term Investments,0.00,0,0.00,0.00,0.00
Total Assets,52.28,66.66,50.60,47.66,57.69
Accounts Payable,20.62,34.02,17.89,15.20,24.83
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.04,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.19,0.14,0.00,0.10,0.20
Total Current Liabilities,20.85,34.17,17.96,15.56,25.30
Total Long Term Debt,0.00,0.00,1.59,1.79,1.53
Total Debt,0.04,0.00,1.66,2.04,1.81
Deferred Income Tax,0.21,0.21,0.00,0.00,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,21.06,34.38,19.55,17.34,26.84
"Common Stock, Total",36.82,36.82,36.82,36.82,36.82
Retained Earnings (Accumulated Deficit),-5.60,-4.53,-5.77,-6.50,-5.97
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,31.22,32.29,31.05,30.32,30.85
Total Liabilities & Shareholders' Equity,52.28,66.66,50.60,47.66,57.69
Total Common Shares Outstanding,351.40,351.40,351.40,351.40,351.40
"Tangible Book Value per Share, Common Eq",0.09,0.09,0.09,0.09,0.09
