Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-2.05,0.10,-0.30,-0.75,0.23
Depreciation/Depletion,0.53,0.44,0.47,0.51,0.65
Non-Cash Items,1.29,2.07,1.80,2.14,0.95
Cash Taxes Paid,0.12,0.08,0.18,-0.05,0.07
Changes in Working Capital,0.78,-7.58,2.35,-2.15,1.39
Cash from Operating Activities,0.54,-4.98,4.33,-0.26,3.21
Capital Expenditures,-0.07,-0.15,-0.11,-0.07,-0.16
"Other Investing Cash Flow Items, Total",0.04,0.16,0.25,0.06,0.13
Cash from Investing Activities,-0.04,0.01,0.14,-0.01,-0.04
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.41,-0.57,-0.62,-0.83,-0.71
Foreign Exchange Effects,-1.23,0.70,-0.47,0.16,0.31
Net Change in Cash,-1.14,-4.84,3.38,-0.94,2.77
