Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,97.89,102.36,147.83,181.23,178.07
Total Revenue,97.89,102.36,147.83,181.23,178.07
"Selling/General/Admin. Expenses, Total",42.34,40.74,45.20,52.78,63.03
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,-7.25,0.00,0,0
"Other Operating Expenses, Total",4.44,-5.05,2.79,4.02,-7.49
Total Operating Expense,119.18,99.53,130.26,162.53,148.10
Operating Income,-21.29,2.83,17.57,18.71,29.97
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,-0.70,-0.65
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-21.29,2.83,17.57,18.01,29.32
Provision for Income Taxes,0.32,0.96,4.94,5.34,5.66
Net Income After Taxes,-21.61,1.87,12.63,12.67,23.66
Net Income Before Extra. Items,-21.61,1.87,12.63,12.67,23.66
Net Income,-21.61,1.87,12.63,12.67,23.66
Income Available to Com Excl ExtraOrd,-21.61,1.87,12.63,12.67,23.66
Income Available to Com Incl ExtraOrd,-21.61,1.87,12.63,12.67,23.66
Diluted Net Income,-21.61,1.87,12.63,12.67,23.66
Diluted Weighted Average Shares,30.00,30.00,30.00,30.00,30.00
Diluted EPS Excluding ExtraOrd Items,-0.72,0.06,0.42,0.42,0.79
DPS - Common Stock Primary Issue,0.00,0.06,0.21,0.21,0.39
Diluted Normalised EPS,-0.72,-0.10,0.42,0.42,0.79
