Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,762.56,657.31,660.78,613.36,-1878.51
Depreciation/Depletion,221.88,215.22,218.84,275.99,287.13
Non-Cash Items,23.55,80.17,262.83,-85.16,1892.01
Cash Taxes Paid,156.75,161.78,210.69,243.92,76.22
Changes in Working Capital,172.94,134.77,-1742.08,32.20,-656.77
Cash from Operating Activities,1180.93,1087.48,-599.63,836.39,-356.15
Capital Expenditures,-205.43,-109.54,-201.13,-218.93,-267.60
"Other Investing Cash Flow Items, Total",523.49,24.20,-1527.60,-1131.32,-808.44
Cash from Investing Activities,318.06,-85.34,-1728.73,-1350.24,-1076.04
Total Cash Dividends Paid,-237.44,-243.84,-285.31,-268.67,-190.21
"Issuance (Retirement) of Stock, Net",0,0.00,-21.44,0.00,0
Cash from Financing Activities,-1341.17,-938.83,897.59,1149.37,1563.59
Foreign Exchange Effects,-6.63,-31.02,-5.90,-8.32,34.14
Net Change in Cash,151.19,32.29,-1436.67,627.20,165.54
