Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,57.15,63.08,54.79,44.25,41.09
Total Revenue,57.15,63.08,54.79,44.25,41.09
"Selling/General/Admin. Expenses, Total",11.14,11.63,11.99,10.95,9.33
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.30,-0.13,0.01,5.49,0.52
"Other Operating Expenses, Total",-0.76,-2.61,-1.48,-0.44,-0.85
Total Operating Expense,54.90,59.98,55.34,58.12,44.08
Operating Income,2.25,3.10,-0.55,-13.87,-3.00
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.38,-0.23,-0.22,-0.98,-0.85
"Other, Net",0,0,0,-0.08,-0.06
Net Income Before Taxes,1.88,2.87,-0.78,-14.93,-3.90
Provision for Income Taxes,0.05,0.05,0.57,0.07,0.17
Net Income After Taxes,1.83,2.82,-1.34,-15.00,-4.08
Net Income Before Extra. Items,1.83,2.82,-1.34,-15.00,-4.08
Net Income,1.83,2.82,-1.34,-15.00,-4.08
Income Available to Com Excl ExtraOrd,1.83,2.82,-1.34,-15.00,-4.08
Income Available to Com Incl ExtraOrd,1.83,2.82,-1.34,-15.00,-4.08
Diluted Net Income,1.83,2.82,-1.34,-15.00,-4.08
Diluted Weighted Average Shares,722.40,722.40,722.40,722.40,722.40
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,-0.00,-0.02,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,0.00,-0.00,-0.02,-0.01
