Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,Interim Report,ARS,ARS
Cash,0,6.63,0,10.43,15.35
Short Term Investments,0,0,0.00,0.81,0.00
Cash and Short Term Investments,18.72,6.63,10.71,11.23,15.35
"Accounts Receivable - Trade, Net",34.14,27.07,20.84,16.41,13.81
"Total Receivables, Net",34.14,39.41,29.70,21.84,20.96
Prepaid Expenses,0.26,0,0,0.12,0.16
"Other Current Assets, Total",0,0,0,0.17,0.10
Total Current Assets,58.20,52.67,47.07,37.29,39.97
"Property/Plant/Equipment, Total - Gross",0,0,0,121.64,125.08
"Accumulated Depreciation, Total",0,0,0,-98.30,-105.08
"Property/Plant/Equipment, Total - Net",19.48,18.64,17.78,23.34,20.01
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,78.17,71.31,64.84,61.03,60.38
Accounts Payable,0,12.25,9.88,7.46,9.18
Accrued Expenses,0,0,0,1.99,1.63
Notes Payable/Short Term Debt,1.72,2.19,1.00,2.11,1.75
"Other Current liabilities, Total",0.00,3.87,0.36,1.44,3.25
Total Current Liabilities,26.68,19.32,15.81,16.32,18.36
Total Long Term Debt,0.01,0.00,0.00,11.61,11.92
Total Debt,9.36,3.21,2.57,17.04,16.22
Deferred Income Tax,0.02,0.02,0,0,0
"Other Liabilities, Total",0.51,0.09,0.16,0.16,0.16
Total Liabilities,27.22,19.43,15.98,28.09,30.44
"Common Stock, Total",50.20,50.20,50.20,50.20,50.20
Retained Earnings (Accumulated Deficit),1.06,-1.34,-2.81,-17.81,-21.89
Treasury Stock - Common,-0.31,-0.31,-0.31,-0.31,-0.31
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,3.33,1.79,0.86,1.94
Total Equity,50.95,51.87,48.87,32.94,29.94
Total Liabilities & Shareholders' Equity,78.17,71.31,64.84,61.03,60.38
Total Common Shares Outstanding,722.40,722.40,722.40,722.40,722.40
"Tangible Book Value per Share, Common Eq",0.07,0.07,0.07,0.05,0.04
